,genres,title,release_date,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
92073,"Racing, Simulation, Early Access",BeamNG.drive,2015-05-29,284160,BeamNG,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
92074,"Adventure, Casual, Indie",The Silent Age,2015-05-29,352520,House On Fire,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92075,"Action, Indie",Tiamat X,2015-05-29,343340,BBQ Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92076,Simulation,FSX: Steam Edition - Diamond DA40 Add-On,2015-05-29,364323,Lionheart Creations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92077,"Action, Adventure, Indie, RPG, Simulation, Strategy",Waste Walkers Prepper's Edition DLC,2015-06-01,371350,Corrosive Studios LLC,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
92078,"Action, Adventure, Indie, RPG, Simulation, Strategy",Waste Walkers Resource Toolkit DLC,2015-06-01,374660,Corrosive Studios LLC,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
92079,"Action, Indie, Simulation",stratO,2015-06-01,341680,Mark Chong,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92080,"Action, Casual, Indie",Scribble Space,2015-06-01,351450,Coty Getzelman,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92081,"Indie, Strategy",MASSIVE CHALICE,2015-06-01,246110,Double Fine Productions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92082,"Action, Indie",Hatred,2015-06-01,341940,Destructive Creations,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92083,"Indie, Simulation, Sports, Strategy, Early Access",Football Tactics,2015-06-01,375530,Creoteam,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
92084,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access",Sirius Online,2015-06-01,368720,Digital Dawn Studios,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
92085,"Action, Adventure, Indie",DNO Rasa's Journey,2015-05-23,376160,EZDesigner,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92086,"Casual, Free to Play, Massively Multiplayer, Simulation",The Four Kings Casino and Slots,2015-06-01,260430,Digital Leisure Inc.,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
92087,"Indie, RPG",Artifact Adventure,2015-05-19,359440,bluffman,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92088,Simulation,Rise of Flight: ILYA Muromets,2015-06-02,360020,777 Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92089,"Action, Adventure",Digger Online,2015-06-02,278970,DiggerWorld Ltd.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92090,Simulation,FSX: Steam Edition - Oban Airport (EGEO) Add-On,2015-06-02,352182,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92091,"Action, Indie, Sports, Early Access",Soccer Rage,2015-06-02,356510,Stamina-Games,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
92092,"Action, Adventure, Indie, RPG","I, Gladiator - Kolhid Sword",2015-06-02,359530,Steel Monkeys,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92093,"Simulation, Strategy",RESCUE 2: Everyday Heroes,2015-06-03,339210,Fragment Production Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
92094,"Action, Indie",ZombieRun,2015-06-03,358840,Guerrilla Bandit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92095,"Adventure, Indie, Strategy",Rolling Sun,2015-06-03,371670,Mystik'Art,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92096,"Indie, RPG",The Enchanted Cave 2,2015-06-03,368610,dustinaux,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92097,Simulation,FSX: Steam Edition - Piper Pacer 180 Add-On,2015-06-03,364325,Lionheart Creations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92098,"Indie, Simulation, Strategy, Early Access",Stonehearth,2015-06-03,253250,Radiant Entertainment,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
92100,"Casual, Indie, Racing",Spheritis,2015-06-04,314050,Bluestrike,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
92101,"Action, Indie",Vektor Wars,2015-06-04,365760,Super Icon Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92102,"Action, Casual, Indie",Spooky Cats,2015-06-04,372210,Russpuppy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92104,"Indie, Simulation, Strategy",AdvertCity Soundtrack,2014-08-01,366130,VoxelStorm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
92105,"Action, Casual, Indie, RPG, Strategy",You Must Build A Boat,2015-06-04,290890,EightyEightGames,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
92106,"Action, Indie",Duck Game,2015-06-04,312530,Landon Podbielski,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92107,Action,Call of Duty®: Advanced Warfare - Lagoon Personalization Pack,2015-06-04,343593,"Sledgehammer Games,Raven Software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92108,Action,Call of Duty®: Advanced Warfare - Tiki Personalization Pack,2015-06-04,343591,"Sledgehammer Games,Raven Software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92109,"Action, Indie, Strategy",The Masterplan,2015-06-04,313080,Shark Punch,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92110,Action,Call of Duty®: Advanced Warfare - Backdraft Personalization Pack,2015-06-04,343592,"Sledgehammer Games,Raven Software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92111,Action,Call of Duty®: Advanced Warfare - Psychedelic Personalization Pack,2015-06-04,343594,"Sledgehammer Games,Raven Software",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92112,"Animation &amp; Modeling, Design &amp; Illustration, Utilities",Spriter: Game Effects Pack,2015-06-04,333770,BrashMonkey,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92113,"Action, Casual",Fury Of The Gods,2015-06-04,373460,Spectral Games,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92114,"Adventure, Casual, Indie",D4: Dark Dreams Don’t Die -Season One-,2015-06-05,358090,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92115,"Adventure, Casual, Indie",D4: Special Costume Set -12 Beers-,2015-06-05,373560,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92116,"Adventure, Casual, Indie",D4: Mini Soundtrack,2015-06-05,372510,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92117,"Adventure, Casual, Indie",D4: Special Art Book,2015-06-05,372511,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92118,"Adventure, Casual, Indie",D4: Season One Voice Over Script,2015-06-05,372512,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92119,"Action, Casual, Indie",Tiki Man,2015-06-04,376920,Anarchy Enterprises,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92120,"Animation &amp; Modeling, Design &amp; Illustration, Education, Utilities, Early Access",Shoot 'Em Up Kit,2015-06-05,369190,Tall Studios,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
92122,Indie,Way to Go!,2015-06-08,336230,Makivision Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92124,Indie,Rolling Shapes,2015-06-05,371280,"Vertex Games, S.C.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92125,"Action, Indie",Aero's Quest,2015-06-08,367780,"Soloweb Studios,Ravens Eye Studio",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92126,"Action, Casual, Indie",Chicken Invaders 3,2015-06-08,377460,InterAction studios,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92127,"Action, Adventure, Indie, RPG",Titanis,2015-06-08,365060,Silver Goblet Games,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92128,"Simulation, Strategy",Content Pack - Europa Universalis IV: Common Sense,2015-06-09,373150,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
92129,"Simulation, Strategy",Expansion - Europa Universalis IV: Common Sense,2015-06-09,338163,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
92130,"Action, Adventure, Indie, Massively Multiplayer, RPG",Hero Siege - Amazon (Class),2015-06-08,376660,"Elias Viglione,Jussi Kukkonen",1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
92134,"Casual, Indie",Fox &amp; Flock,2015-06-09,377760,Smarter Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92136,"Indie, Strategy",Galactic Inheritors,2015-06-09,322540,Crispon Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92140,"Action, Adventure",GTA Online: Shark Cash Cards,2015-06-09,376850,Rockstar North,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92144,"Action, Adventure",Alone in the Dark: Illumination™,2015-06-11,275060,Pure FPS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92145,Simulation,US Diesel Lokomotiven - Set 1,2015-06-11,335490,"TREND, Soft Pro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92146,Simulation,US Diesel Lokomotiven - Set 2,2015-06-11,335491,"TREND, Soft Pro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92147,Simulation,"Modellset 1 - Bahnhof, Häuser, Scheunen",2015-06-11,335492,"TREND, Soft Pro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92148,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",TERA: Totes the Portable Pet Bank,2015-06-11,377180,"Bluehole Inc.,En Masse Entertainment",1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
92149,"Action, Indie",Avalanche 2: Super Avalanche,2015-06-11,351250,Beast Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92150,Strategy,Grey Goo - Emergence Campaign,2015-06-11,357180,Petroglyph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92152,"Action, Casual, Indie",Miner Warfare,2012-04-06,354620,Heartbit Interactive,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92153,"Action, Adventure, Indie",Son of Nor Item: Moon's Touch Bracer,2015-06-11,338700,stillalive studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92154,"Action, Adventure, Indie",Son of Nor Item: Diadem of Nor,2015-06-11,338690,stillalive studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92155,"Action, Adventure",LEGO® Jurassic World,2015-06-11,352400,"TT Games Ltd,Feral Interactive (Mac)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92156,"Action, Adventure, Indie",Son of Nor: Warriors of Nor,2015-06-11,336900,stillalive studios,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92158,"Indie, Strategy",100% Orange Juice - Krila &amp; Kae Character Pack,2015-06-12,376200,Orange_Juice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92159,Action,5 Blue Orbs,2015-06-23,359494,"CAPCOM Co., Ltd.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92160,"Action, Indie",Ice Cream Surfer,2015-07-21,361560,Dolores Entertainment,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92161,Indie,Super Star Path Soundtrack,2015-06-22,378910,DYA Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92162,"Action, Adventure, Indie, Early Access",Second Warfare,2015-06-22,372740,Kobra Studio,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92163,"Free to Play, Massively Multiplayer, RPG",Echo of Soul,2015-06-22,290140,Mr. Blue,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
92164,Casual,Atlantic Quest Solitaire,2015-06-22,379260,rokaplay,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92165,"Action, Indie",Super Star Path,2015-06-22,375120,DYA Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92166,Indie,Koala Kids,2015-06-22,381870,Doomster Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92167,"Action, Indie",Tcheco in the Castle of Lucio,2015-06-22,377600,Marcelo Barbosa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92168,"Indie, RPG, Strategy",Shadowrun 5th Edition Rules pdf,2015-06-17,377730,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
92169,Casual,Mahjong Pretty Girls Battle : School Girls Edition,2015-06-22,379960,Zoo Corporation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92170,"Casual, Indie",Electric Circuit,2015-06-22,360850,Dubrovkin Sergei,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92171,Simulation,FSX: Steam Edition - Stornoway Airport (EGPO) Add-On,2015-06-23,352183,SIM720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92172,Simulation,FSX: Steam Edition - Piper PA-38 Tomahawk II Add-On,2015-06-23,355641,Alabeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92173,Simulation,FSX: Steam Edition - R66 Turbine Add-On,2015-06-23,364321,Alabeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92174,Simulation,Train Simulator: DB BR 120 Loco Add-On,2015-06-23,277776,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92175,Simulation,Eaos Wagon Pack,2015-06-23,326006,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92177,"Casual, Indie, RPG",Spandex Force: Champion Rising,2015-06-24,380560,KarjaSoft,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92178,"Adventure, Casual, Indie, Simulation",Area-X,2013-06-16,350550,Zeiva Inc,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92180,"Action, Adventure, Indie",Glass Wing,2015-06-24,382570,From Soy Sauce LLC,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92181,"Action, Indie, RPG",Icarus-X: Tides of Fire,2015-06-24,375000,The Quadsphere,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92182,"Adventure, Indie, Strategy",Fort Meow,2015-06-25,352070,Upper Class Walrus,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92185,Simulation,Train Simulator: Weardale &amp; Teesdale Network Route Add-On,2015-06-25,277777,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92186,"Action, Indie",Streets of Fury EX,2015-06-25,350910,Guard Crush Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92188,Simulation,Train Simulator: BR Class 105 DMU Add-On,2015-06-25,277778,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92190,"Casual, Indie",Blockwick 2,2015-06-25,377660,Kieffer Bros.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92191,"Action, Indie, RPG, Simulation, Early Access",DinoSystem,2015-06-25,373750,Capribyte Studios,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
92192,"Casual, Simulation, Sports",Hot Pinball Thrills,2015-06-26,373810,"Fancy Bytes, Reactor",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
92193,"Casual, Simulation, Sports",Soccer Pinball Thrills,2015-06-26,373820,"Fancy Bytes, Reactor",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
92194,"Action, Adventure, Casual, Free to Play, Indie, Early Access",Nomad,2015-06-26,378370,Diminished Studios,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
92195,"Action, Adventure, Indie",CDF Ghostship,2015-06-26,263640,ShaunTWilliams,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92197,"Indie, RPG, Strategy",Age of Fear: The Undead King,2011-11-15,351480,Leslaw Sliwko,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
92198,"Adventure, Casual",Lost Lands: Dark Overlord,2015-06-26,377450,FIVE-BN GAMES,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92199,"Action, Adventure, Casual, Indie, RPG, Strategy",Combat Cats,2015-03-02,350610,Dingo Dango,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
92200,"Action, Adventure, Casual, Indie",Action Alien,2015-06-26,382080,Devdan Games,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92202,"Action, Massively Multiplayer, Early Access",Spy Bugs,2015-06-26,366860,Digital Soul Games,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92203,"Adventure, Casual, Indie, Simulation",Gaokao.Love.100Days - Original Soundtrack,2015-06-26,378400,"高考恋爱委员会,Days",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92204,"Adventure, Casual, Indie, RPG",Ashes of Immortality,2015-06-26,362130,Warfare Studios,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92205,"Adventure, Casual, Indie, Strategy",Fort Defense - Atlantic Ocean,2015-06-29,363350,Creobit,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92206,Casual,Puzzle Expedition,2015-06-29,355670,Top3Line,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92207,"Action, Adventure, Casual, Indie, Simulation, Strategy",Yargis - Soundtrack / Artwork,2015-06-30,383610,PlazSoft,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
92208,"Indie, Racing, Simulation, Sports",SHOFER Race Driver,2015-06-30,367700,Zhoori Maang Entertainment,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
92209,"Adventure, Indie, RPG",Playing History: Vikings,2015-07-01,368760,Serious Games Interactive,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92210,"Casual, Indie, Strategy",Scarab Tales,2015-07-01,370050,Playito.com,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92213,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",Luciel's DLC Package,2015-07-01,383310,KOG,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
92214,"Free to Play, Simulation, Strategy",Anno Online,2013-01-31,336510,Blue Byte,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92215,Simulation,D&amp;RGW F7 Add-On Livery,2015-07-01,326005,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92216,"Action, Strategy",Battle of Empires : 1914-1918 - Blazing guns,2015-07-01,340620,Great War Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92217,"Adventure, Casual, Indie, Simulation",East Tower - Kuon,2013-05-14,356550,roseVeRte,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92218,"Casual, Indie, Strategy",Prismatica,2015-07-01,377500,Loomus Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92219,"Casual, Indie, Racing",MiniOne Racing,2008-12-16,380000,Frogames,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
92220,"Action, Indie, Simulation",The Battle of Sol,2015-07-01,282620,"Bit Planet Games, LLC",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92221,"Action, Casual, Indie, RPG, Early Access",DungeonRift,2015-07-01,375550,RiftyGames,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92222,"Indie, Strategy",Devouring Stars - Soundtrack,2015-07-03,384060,Nerial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92223,"Adventure, Casual, Indie",D4: In Game Document Full Unlock Key,2015-07-03,380910,Access Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92224,"Action, Casual, Indie",Vindicator: Uprising,2015-07-03,367050,GamePhase,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92225,"Racing, Simulation",Car Mechanic Simulator 2015 - Trader Pack,2015-07-03,361842,Red Dot Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
92226,"Casual, Indie, Simulation",Farm Frenzy: Hurricane Season,2015-04-01,361930,"Alawar Stargaze,Alawar Entertainment",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92227,"Casual, Indie",Deadlands Noir - That Old Time Religion,2015-07-03,383670,"SmiteWorks USA, LLC",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92229,Utilities,CPUCores :: Maximize Your FPS,2015-07-03,384300,Tim Sullivan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92231,"Adventure, Casual, Indie, RPG",The Amber Throne,2015-07-06,382380,Joshua Missile,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92233,"Adventure, Indie",Knee Deep - Digital Playbill and Soundtrack,2015-07-06,372300,Prologue Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92236,Indie,Prompt,2015-07-06,366590,Peter Gutenko,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92238,"Action, Casual, Indie, Early Access",JamG,2015-07-06,383010,Ernő Király,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92240,"Indie, RPG, Strategy",Deluxe Upgrade for Shadowrun Chronicles,2015-07-06,383660,Cliffhanger Productions,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
92241,"Casual, Indie",Hook,2015-01-25,367580,"Maciej Targoni,Wojciech Wasiak",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92242,"Action, Indie",oO,2015-05-20,367570,"Maciej Targoni,Wojciech Wasiak",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92243,"Action, Indie, Racing, Sports",Rocket League®,2015-07-07,252950,"Psyonix, Inc.",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
92245,"Action, Casual, Indie",TAKEN,2015-07-07,359160,Undead Yeti Software,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92246,"Indie, Strategy",Star Chronicles: Delta Quadrant,2015-07-07,383330,Alister Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
92247,"Indie, RPG, Strategy",Lilly and Sasha: Guardian Angels,2015-07-07,383520,John Wizard,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
92248,"Animation &amp; Modeling, Video Production",FaceRig,2015-07-07,274920,Holotech Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92249,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Once Bitten, Twice Dead!",2015-07-17,360590,Gamestarters,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
92250,"Action, Indie",Yatagarasu Attack on Cataclysm,2015-07-07,319280,Yatagarasu Dev Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92251,"Casual, Indie",TIMEframe,2015-07-07,340270,Random Seed Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92253,"Casual, Indie",Two Digits - Soundtrack,2015-07-04,384560,Cleverweek,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92255,"Action, Indie",Skullgirls: Robo-Fortune,2015-07-07,245173,Lab Zero Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92257,"Casual, Racing, Sports",Hello Kitty and Sanrio Friends Racing,2015-07-09,370600,Scarab Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
92258,Indie,The Language Game,2015-07-09,372720,Tap To Win,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92260,"Adventure, Casual, Indie, RPG",Moonchild - Deluxe Contents,2015-07-09,372200,Aldorlea Games,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
92261,"Action, Adventure, Indie",Pulut Adventure,2015-07-09,385220,yayapipi,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92262,"Racing, Sports",F1 2015,2015-07-09,286570,"Codemasters,Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
92264,"Casual, Free to Play, Strategy",Epic Cards Battle(TCG),2015-07-09,381560,momoStorm Entertainment,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
